,isHW,lag1_isHW,lag2_isHW,lag3_isHW,lag4_isHW,lag5_isHW,lag6_isHW,lag7_isHW,HW_diff,lag1_HW_diff,lag2_HW_diff,lag3_HW_diff,lag4_HW_diff,lag5_HW_diff,lag6_HW_diff,lag7_HW_diff
coefficient,0.0171143129111965,-0.008560063200187762,0.013123428068323839,0.0324371955441555,0.09651344167408865,0.0026758648327064316,0.034057317524504915,-1.869636047968637e-05,0.021084367608359994,0.007522198820161474,0.03381068626031053,0.008400294777907748,0.04182489080320864,0.02867399972138801,0.008125810985053328,0.021638272902473207
pvalue,0.7005898021398085,0.8341115223056722,0.7643956019529776,0.45609243429576074,0.023595024012960337,0.9514335092813165,0.3994621136233192,0.9996395644416488,0.453145957943906,0.8003652056752368,0.2259354114113309,0.7529713677393893,0.09166527334070067,0.2633105608306271,0.7594937284599901,0.4366248391014914
lowerCI,-0.07011925519373394,-0.08866944343496744,-0.07269664780909256,-0.05286540046266326,0.01294839413960057,-0.0834328595052189,-0.04516475797626526,-0.08113676118864609,-0.03400183786474164,-0.050780396181596896,-0.02091552321282155,-0.04391311438910874,-0.006776725384706132,-0.02156735181582045,-0.043896144195594664,-0.032880233610544665
higherCI,0.10434788101612694,0.07154931703459191,0.09894350394574024,0.11773979155097426,0.18007848920857672,0.08878458917063177,0.1132793930252751,0.08109936846768671,0.07617057308146163,0.06582479382191984,0.08853689573344262,0.06071370394492424,0.09042650699112342,0.07891535125859647,0.06014776616570132,0.07615677941549108
RR,1.0172616018141425,0.9914764698248231,1.0132099181852676,1.0329690160497513,1.1013243846877467,1.0026794481544565,1.0346439082561587,0.9999813038142962,1.0213082133342068,1.0075505616300027,1.03438876418562,1.0084356762563103,1.042711874324575,1.0290890564662358,1.0081589149920203,1.021874078063761
lowerRRCI,0.9322826337302152,0.9151480317718054,0.929882869250696,0.9485076725845003,1.013032587592554,0.9199528506873503,0.9558399865973328,0.9220675797629925,0.9665697282114504,0.9504873782726925,0.9793016893356427,0.9570371066144162,0.9932461848374564,0.9786635604814824,0.9570533478571237,0.9676544451284306
higherRRCI,1.1099865309997101,1.0741711243295482,1.1040039259312642,1.124951351433304,1.1973113354529945,1.0928452202742327,1.1199447940050904,1.0844786541949227,1.0791466318255352,1.0680395736403852,1.0925745632066806,1.0625946539774462,1.0946410562205129,1.082112718713619,1.0619934616535305,1.079131746540024
AR,0.016968694958463842,-0.008596805304600816,0.013037691349219659,0.03191675213631329,0.09200230749133441,0.0026722878975811814,0.03348389526068858,-1.8696535257721116e-05,0.020863646307751837,0.007493977888104661,0.03324549277436752,0.008365110889002493,0.04096229780853111,0.028266801870504815,0.00809288582453773,0.02140584494051145
lowerARCI,-0.07263609105195545,-0.09271939105186504,-0.07540426119023437,-0.05428772892810982,0.012864924339231486,-0.087012230303805,-0.04620021554012522,-0.08451920656080243,-0.03458650815643618,-0.052091824530364754,-0.021135785723395473,-0.044891564902397506,-0.0067997393452347765,-0.021801608213572916,-0.04487383304079691,-0.03342676203722333
higherARCI,0.09908816722366053,0.06904963524861335,0.09420611964176974,0.11107267107515639,0.1647953457137722,0.08495733755502415,0.10709884509231017,0.07789794097665904,0.07334186985474532,0.06370510542832607,0.08473065942060412,0.058907367680747634,0.08645852965471786,0.07588185342764661,0.05837461706874002,0.0733290877538734
isSignificant,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
