,isHW,lag1_isHW,lag2_isHW,lag3_isHW,lag4_isHW,lag5_isHW,lag6_isHW,lag7_isHW,HW_diff,lag1_HW_diff,lag2_HW_diff,lag3_HW_diff,lag4_HW_diff,lag5_HW_diff,lag6_HW_diff,lag7_HW_diff
coefficient,-0.06054603889973914,-0.09250764811276302,-0.04711527223474821,-0.0504059405220294,-0.07230732454526484,-0.025575062808788213,-0.02459948978036386,-0.0736408328243291,-0.015771785050442286,-0.039973802992311014,-0.02830248052815787,-0.02721395585208692,-0.0047191941897169465,0.008767945414842132,-0.012998422680888688,-0.024130587180337712
pvalue,0.1512152502340745,0.014213060132368439,0.19545728289452458,0.2179233803710654,0.07888780497027911,0.5233074803526404,0.4918739959657923,0.04966004113077483,0.38216555854800494,0.03239947244447768,0.11904404093602965,0.11169370419533109,0.7710726295287547,0.5947456629042751,0.4479491137380269,0.17707452955130198
lowerCI,-0.1432270183150624,-0.1664570799481836,-0.11844544088853605,-0.13059125731861865,-0.1529593180361215,-0.10411134614916033,-0.09474632566174464,-0.14717224112635496,-0.05114387098686811,-0.07659411140944991,-0.06388875850632186,-0.060746894210919826,-0.03650729166270425,-0.023536142080477676,-0.0465713595439446,-0.0591687177055111
higherCI,0.022134940515584123,-0.01855821627734243,0.024214896419039636,0.029779376274559857,0.008344668945591813,0.052961220531583905,0.04554734610101692,-0.0001094245223032253,0.019600300885983538,-0.0033534945751721237,0.007283797450006117,0.006318982506745986,0.027068903283270357,0.04107203291016194,0.02057451418216722,0.010907543344835673
RR,0.9412504338865073,0.9116422385951587,0.9539774241424701,0.9508433602964164,0.9302449647658604,0.9747492088061195,0.9757006118498255,0.9290053021376782,0.9843519382516301,0.9608146092903379,0.9720942827340765,0.9731530074677599,0.9952919237111297,1.0088064964369543,0.9870856919681861,0.9761582276838114
lowerRRCI,0.8665573221805937,0.8466591548104176,0.888300279208675,0.8775764040249296,0.8581646329238611,0.9011249550412835,0.909603648307463,0.8631452954942123,0.9501419628366691,0.9262657380126158,0.9381093504119212,0.9410613977228043,0.9641510636063411,0.9767386726631906,0.954496445708614,0.9425477312506704
higherRRCI,1.0223817358811753,0.9816129270779442,1.0245104578647921,1.0302272163120938,1.00837958274262,1.0543887556910763,1.0466005558965534,0.9998905814643414,1.0197936479375398,0.9966521221075015,1.0073103888255097,1.0063389893955663,1.0274385942170798,1.041927155887615,1.0207876285646809,1.0109672474734124
AR,-0.062416508931539584,-0.09692153090778316,-0.048242835409757795,-0.051697936543680045,-0.07498566278366982,-0.0259049106844702,-0.024904553563931297,-0.07642012128344176,-0.015896816108437163,-0.04078350842167627,-0.02870680114220702,-0.027587637633776235,-0.004730347124002911,0.008729619077651001,-0.013083269402946787,-0.02442408580907969
lowerARCI,-0.1539917491939401,-0.1811128413581238,-0.12574545275481672,-0.1395019230389342,-0.16527757219834402,-0.10972401153199299,-0.09937993527262257,-0.15855349640459857,-0.05247430290782937,-0.07960378859050482,-0.06597381164669423,-0.06262992236193761,-0.037181866770512544,-0.023815302893029435,-0.04767283785703815,-0.06095422740352468
higherARCI,0.021891760284513333,-0.018731490198270136,0.023924068004025037,0.029340339522671722,0.008309948838738921,0.05158320913184277,0.044525636484717725,-0.00010943050938469407,0.01940946384356388,-0.0033591238289034137,0.007257334885658617,0.006299059722781567,0.026705823950470116,0.04024000684759718,0.02036430299798023,0.01084827179201056
isSignificant,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False
